Category,Product Name,Final Price,Original Price,Discount,Image URL
grocery,Rancrisp Potato Chips Bbq 60g,Rs 330.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121843.jpg
grocery,Daintee Clairs Toffee Orange 43g,Rs 110.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
grocery,Catch Turmeric Powder 50g,Rs 320.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Ambewela Cheese Gouda Plain 200g,"Rs 1,350.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic120932.jpg
chilled_products,Keells Caramel Pudding 80g,Rs 155.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic120998.jpg
chilled_products,Keells Chocolate Biscuit Pudding 60g,Rs 140.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121000.jpg
chilled_products,Marina Spread 250G,Rs 495.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic113805.jpg
chilled_products,Little Lion Swiss Roll Chocolate 200g,Rs 520.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic19513.jpg
chilled_products,Kotmale Ball Cheese 325g,"Rs 1,980.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic18659.jpg
chilled_products,Kotmale Cheese Processed Block Vaccum Pack 200G,Rs 950.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic18715.jpg
chilled_products,Richlife Set Yoghurt 900g,Rs 650.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118283.jpg
chilled_products,Meadowlea Fat Spread Tub 1kg,"Rs 1,445.00 / Unit","Rs 1,700.00",15%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118333.jpg
chilled_products,Revello Chocolate Biscuit Pudding 350g,Rs 850.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic114906.jpg
chilled_products,Milma Idli/Dosa Mix 900g,Rs 490.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic115062.jpg
household_essentials,Harpic Toilet Bowl Cleaner Power Plus 500ml,Rs 430.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic14163.jpg
household_essentials,Dettol Handwash Skincare Pou.175ml,Rs 365.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic14176.jpg
household_essentials,Diva Flowers Jasmine Detergent Powder 1Kg,Rs 240.00 / Unit,Rs 320.00,25%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118806.jpg
household_essentials,Signal Toothpaste Strong Teeth 40g,Rs 125.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118867.jpg
household_essentials,Sunlight Care Laundry Liquid 1L,Rs 550.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118451.jpg
household_essentials,Atlas Cr Book Square Ruled 80 Pages,Rs 180.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic107149.jpg
household_essentials,Nature's Secrets Face Wash Peppermint 100Ml,Rs 370.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic25721.jpg
household_essentials,Dettol Soap Lasting Fresh 70g,Rs 135.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116140.jpg
household_essentials,Velvet Hand Wash Lavender Refill 200ml,Rs 395.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic115811.jpg
snacks,Nature's Love Green Pumpkin Seeds 100g,Rs 605.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121287.jpg
snacks,Keells Devilled Mixture 200g,Rs 490.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116129.jpg
snacks,Premero Savoury Murukku 100g,Rs 285.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic46122.jpg
snacks,Rancrisp Cashew Salted 100g,"Rs 1,250.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic1161.jpg
snacks,Keells Cocktail Mixture 100g,Rs 255.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116126.jpg
snacks,Tropical Nut Raw Cashew 100g,Rs 950.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116321.jpg
snacks,Black & Gold Salted Peanuts 100g,Rs 315.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic18016.jpg
snacks,Black & Gold Roasted Peanuts 100g,Rs 315.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic18065.jpg
snacks,Prime Nuts Paprika Peanuts 20g,Rs 160.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118067.jpg
chilled_products,Kotmale Cheese Wedges Chilli 8S 120g,Rs 580.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic117843.jpg
chilled_products,Kotmale Cheese Wedges Pepper 8S 120g,Rs 493.00 / Unit,Rs 580.00,15%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic117844.jpg
chilled_products,Kotmale Cheese Spread 175g,Rs 880.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Richlife Dessert Set Kiri 450g,Rs 380.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic1276.jpg
chilled_products,Kandawatta Curd Clay Pot 900ml,Rs 770.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic2555.jpg
chilled_products,Astra Fat Spread Tub 100g,Rs 198.00 / Unit,Rs 220.00,10%,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Lurpak Butter Salted 200g,"Rs 1,450.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic112095.jpg
chilled_products,Lurpack Butter Unsalted 200G,"Rs 1,450.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic112096.jpg
chilled_products,Ciao Cheese Ricotta 200g,Rs 825.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119394.jpg
chilled_products,Milma Instant Atta Puri 400g,Rs 490.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119535.jpg
snacks,Prime Nuts Almonds Salted 20g,Rs 300.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116409.jpg
snacks,Prime Nuts Cashews Salted 20g,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116410.jpg
snacks,Prime Nuts Pistachio Salted 20g,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116411.jpg
snacks,Prime Nuts Mixed Nuts Salted 20g,Rs 250.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116412.jpg
snacks,Rancrisp Cashew Burnt 100g,"Rs 1,250.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic12565.jpg
snacks,Rancrisp Cashew Devilled Bottle 450g,"Rs 5,600.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic94497.jpg
snacks,Tropical Nut Devilled Cashew 200g,"Rs 1,880.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Real Tasty Devilled Cashew 200g,"Rs 1,960.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic115481.jpg
snacks,Real Tasty Oven Cashew 200g,"Rs 1,960.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic115482.jpg
chilled_products,Meadowlea Fat Spread Tub 100g,Rs 220.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116679.jpg
chilled_products,Cocoland Coconut Butter 250g,Rs 650.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116687.jpg
chilled_products,Kotmale Cheese Processed Paneer 200g,Rs 748.00 / Unit,Rs 880.00,15%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic31514.jpg
chilled_products,Redman Whipping Cream 1L,"Rs 3,325.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic4737.jpg
chilled_products,Kotmale Cheese Swiss Type 200G,Rs 900.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic48720.jpg
chilled_products,Prima Swiss Roll Strawberry 225g,Rs 585.00 / Unit,Rs 650.00,10%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic4881.jpg
chilled_products,Richlife Kiripani Cup 82g,Rs 120.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic109277.jpg
chilled_products,Kotmale Butter Salted 200g,Rs 990.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118968.jpg
chilled_products,Crescent Basil Pesto 150g,"Rs 1,240.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119021.jpg
chilled_products,Crescent Hummus 150g,Rs 382.00 / Unit,Rs 450.00,15%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119022.jpg
snacks,Pringles Original + Egb Promo,Rs 399.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Pringles Sour Cream & Onion + Egb Promo,Rs 399.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Pringles Hot & Spicy + Egb Promo,Rs 399.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Pringles Pizza + Egb Promo,Rs 399.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Pringles Cheese + Egb Promo Offer,Rs 399.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Kurleez Ketchup Fried Potatao Wrinkled Chips 70g,Rs 590.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Uswatte Tipi Tip Tomato 18g,Rs 60.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Rancrisp Cashew Burnt Bottle 450g,"Rs 5,600.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Kurleez Spicy Fried Potatao Wrinkled Chips 70g,Rs 590.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Chheda's Yellow Banana Chips 50g,Rs 450.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Tg Cuttlefish Coated Green Peas 45g,Rs 365.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Lays Stax Original 135g,"Rs 1,200.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Arla Cheese Emmental Slices 150g,"Rs 2,241.00 / Unit","Rs 2,490.00",10%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic112736.jpg
chilled_products,Anchor Cream Cheese 1kg,"Rs 9,000.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic112810.jpg
chilled_products,Anchor Cooking Cream 1L,"Rs 3,300.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic112811.jpg
chilled_products,Anchor Whipping Cream 1L,"Rs 4,100.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic112812.jpg
chilled_products,Kotmale Cheese Edam 200g,"Rs 1,200.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118636.jpg
chilled_products,Happy Cow Cheese Slices Alpine 8S 150g,"Rs 1,242.00 / Unit","Rs 1,380.00",10%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic1068.jpg
chilled_products,Kotmale Cheese Processed 100g,Rs 490.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic30676.jpg
snacks,Lays Stax Sour Cream 135g,"Rs 1,200.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Lays Stax Cheese 135g,"Rs 1,200.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Tai Sun Roasted Peanuts 40g,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Jack N Jill Roller Coaster Chee.100g,Rs 995.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Jack N Jill Roller Coaster Bbq 100g,Rs 995.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Scan Cassava Chips Fried & Salted 50g,Rs 153.00 / Unit,Rs 170.00,10%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic125591.jpg
snacks,Real Tasty Cocktail Mixture 200g,Rs 430.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Bayara Mixed Dried Fruit & Nuts 200g,"Rs 1,690.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic125193.jpg
snacks,Bayara Apricots Dried 200g,"Rs 1,930.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic125194.jpg
snacks,Chheda's Tasty Nuts 170g,Rs 720.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
snacks,Udupi Munch Garlic Mix 170g,Rs 720.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Revello Chocolate Biscuit Pudding 55g,Rs 170.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic112686.jpg
chilled_products,Happy Cow Cheese Slices Gouda 8S 150g,"Rs 1,380.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic4039.jpg
chilled_products,Malithi Kithul Jaggery 400g,"Rs 1,870.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119244.jpg
chilled_products,Naturla Sequence Peanut Butter 400G,"Rs 2,260.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic59819.jpg
chilled_products,Happy Cow Cheese Portion Cream 140g,"Rs 1,290.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic93845.jpg
chilled_products,Astra Fat Spread Tub 1kg,"Rs 1,445.00 / Unit","Rs 1,700.00",15%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic15077.jpg
chilled_products,Happy Cow Cheese Slices Regular 10S 200g,"Rs 1,790.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic15106.jpg
chilled_products,Happy Cow Cheese Slices Diet 10S 200g,"Rs 1,790.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic15118.jpg
chilled_products,Ambewela Cheese Gouda Ball Garlic 250g,"Rs 1,550.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic11116.jpg
chilled_products,Ambewela Cheese Spread 100g,Rs 490.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic115575.jpg
chilled_products,Richlife Drinking Yoghurt Mixed Berry 180Ml,Rs 150.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic115668.jpg
chilled_products,Flora Fat Spread Tub 500g,"Rs 1,334.00 / Unit","Rs 1,570.00",15%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic14953.jpg
snacks,4700Bc Corn Chips Sundried Tomato Pouch 22G,Rs 202.00 / Unit,Rs 225.00,10%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic125660.jpg
snacks,Taali Protein Puffs Cheese & Herbs 60g,Rs 580.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic126400.jpg
snacks,Bayara Peanuts Salted 30g,Rs 250.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic127038.jpg
chilled_products,Richlife Drinking Yoghurt Mango 180Ml,Rs 150.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic111479.jpg
chilled_products,Elle & Vire Butter Salted 200g,"Rs 1,585.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Philadelphia Cheese Spread 250g,"Rs 4,980.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119159.jpg
chilled_products,Ciao Cheese Halloumi 200g,"Rs 1,200.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119397.jpg
chilled_products,Sea Island Curd Clay Pot 1L,Rs 770.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Golden Star Garlic Butter Nai Miris 150g,Rs 890.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic123545.jpg
chilled_products,Wonrich Pas. Milk Vanilla 450ml,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Wonrich Pas. Milk Strawberry 450ml,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Wonrich Pas. Milk Chocolate 450ml,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Buon Cheese Gouda Block 200g,"Rs 2,880.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Buon Cheese Mild Red Cheddar 200g,"Rs 3,270.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Buon Cheese Emmental Block 200g,"Rs 3,120.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Coombecastle Wensleydale Apricots 180g,"Rs 3,180.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Coombecastle Wensleydale 200g,"Rs 2,980.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Coombecastle Wensleydale Cranberry 180g,"Rs 3,180.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Coombecastle Cheese Mild White Chd 200g,"Rs 2,970.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Coombecastle Cheese Matur White Chd 200g,"Rs 2,970.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Coombecastle Cheese Extra Matur Chd 200g,"Rs 2,960.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Snack Entity Mocha Brownie 70g,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Snack Entity Original Brownie 70g,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Snack Entity Cashew Brownieâ 70G,Rs 350.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Sterilgarda Dessert Yocrem Wldberry 200g,"Rs 1,465.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Sterilgarda Dessert Yocrem St Berry 200g,"Rs 1,465.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Spreado Cocoa & Hazelnut Spread 200g,"Rs 1,130.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic125057.jpg
chilled_products,Gourmet Twist Sun Dried Tomato 100g,Rs 950.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic125443.jpg
chilled_products,Gourmet Twist Harissa Twist 100g,Rs 770.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Milma Atta Chapathi Rotti 10Pcs 450g,Rs 490.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Astra Soft Fat Spread Tub 100g,Rs 180.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Almarai Cheese Jar Blue 200g,"Rs 1,350.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic126186.jpg
chilled_products,Made In Earth Kithul Jaggery 500g,"Rs 1,550.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Sterilgarda Mascarpone 200g,"Rs 1,980.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Ciao Cheese Feta 200g,Rs 920.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Almarai Full Cream 170g,Rs 580.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Almarai Cheese Tin Full Fat 113g,Rs 950.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic127046.jpg
chilled_products,Almarai Shredded Mozzarella 180g,"Rs 1,750.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic127048.jpg
chilled_products,Newdale Set Yoghurt Multi Pack 6S 480g,Rs 395.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Kotmale Set Yoghurt 80g,Rs 70.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic1879.jpg
chilled_products,Richlife Set Yoghurt 80g,Rs 70.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic849.jpg
chilled_products,Ambewela Set Yoghurt Plain 80ml,Rs 70.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic9825.jpg
chilled_products,Natural Sequence Mayonnaise 400g,"Rs 1,790.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic59821.jpg
chilled_products,Newdale Set Yoghurt Multi Pack 8S 640g,Rs 490.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic14662.jpg
chilled_products,Kotmale Cheese Feta Plain 100g,Rs 590.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic109280.jpg
chilled_products,Kotmale Fresh Cream 200ml,Rs 580.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic95071.jpg
chilled_products,Anchor Cheese Slices 6S 100g,Rs 900.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic45031.jpg
chilled_products,Almarai Cheese Wedges 8S 120g,Rs 730.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic126185.jpg
chilled_products,Milka Milk Chocolate 100g,"Rs 1,360.00 / Unit","Rs 1,700.00",20%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic126175.jpg
chilled_products,Shan Lanka Wattalappan 500g,"Rs 1,025.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Richlife Drinking Yoghurt Strawberry 180Ml,Rs 150.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic122321.jpg
chilled_products,Kotmale Cheddar Cheese Tin 120g,Rs 650.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic120930.jpg
chilled_products,Chello Set Yoghurt With Strawberry 100g,Rs 80.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Kotmale Cheese Wedges 8S 120g,Rs 560.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Richlife Cheese Wedges Green Chilli 8S 120G,Rs 570.00 / Unit,Rs 600.00,5%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121303.jpg
chilled_products,Richlife Cheese Wedges Onion 8S 120g,Rs 570.00 / Unit,Rs 600.00,5%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121304.jpg
chilled_products,Richlife Cheese Spread Pepper 175g,Rs 900.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121301.jpg
chilled_products,Richlife Cheese Spread Green Chilli 175g,Rs 900.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic121302.jpg
chilled_products,Richlife Dessert Set Kiri 800g,Rs 680.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic43057.jpg
chilled_products,Richlife Cheese Spread 175g,Rs 880.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic114606.jpg
chilled_products,Eazy Cheezy Cheese Spread 260g,Rs 970.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic120896.jpg
chilled_products,Richlife Cheese Slices Processed 5S 100g,Rs 513.00 / Unit,Rs 540.00,5%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic122403.jpg
chilled_products,Chello Pasturized Milk 1L,Rs 430.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Richlife Butter Salted 200g,"Rs 1,045.00 / Unit","Rs 1,100.00",5%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic123880.jpg
chilled_products,Ambewela Goat Milk 190ml,Rs 260.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Richlife Cheese Wedges Tomato 8S 120g,Rs 570.00 / Unit,Rs 600.00,5%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic124614.jpg
chilled_products,Richlife Cheese Wedges Pepper 8S 120g,Rs 570.00 / Unit,Rs 600.00,5%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic124615.jpg
chilled_products,Bfresh Drink Narang 370ml,Rs 650.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Emborg Cream Cheese 200g,"Rs 1,760.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic124779.jpg
chilled_products,Shan Lanka Caramel Pudding 80g,Rs 198.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic124816.jpg
chilled_products,Bfresh Drink Mango Passionade 200ml,Rs 450.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Gourmet Twist Garlic Twist 100g,Rs 650.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Milka Hazelnut Chocolate 100g,"Rs 1,400.00 / Unit","Rs 1,750.00",20%,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic126176.jpg
chilled_products,Kotmale Butter Salted 125g,Rs 640.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Emborg Cheese Emmentaler Block 200g,"Rs 2,650.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic126341.jpg
chilled_products,Emborg Cheese Block Camembert 125g,"Rs 1,990.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic126342.jpg
chilled_products,Emborg Cheese Slices Gouda 8S 150g,"Rs 1,990.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic126343.jpg
chilled_products,Grandor Cheese Brie 125g,"Rs 2,390.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Ciao Cheese Pizza Mozzarella 200g,"Rs 1,100.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119393.jpg
chilled_products,Richlife Kiripani Tub 545g,Rs 490.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic109278.jpg
chilled_products,Wyke Farm Sliced Matured Cheese Cheddar 160g,"Rs 2,530.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic120693.jpg
chilled_products,Prima Fresh Noodles 500g,Rs 330.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic3859.jpg
chilled_products,Little Lion Swiss Roll Vanilla 200g,Rs 480.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic114067.jpg
chilled_products,Richlife Set Yoghurt 450g,Rs 380.00,,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic14701.jpg
chilled_products,Happy Cow Cheese Tin 340g,"Rs 3,080.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic15076.jpg
chilled_products,Crescent Cheese Spread Roasted Garlic & Italian Herb Cream 150G,"Rs 1,075.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119028.jpg
chilled_products,Crescent Cheese Spread Sun-Dried Tomato & Cream 150G,"Rs 1,100.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119025.jpg
chilled_products,Ciao Fresh Paneer 175g,Rs 800.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Arla Cheese Shredded Pizza Topping 175g,Rs 990.00,,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Ciao Cheese Bocconcini Mini Moz 10S 200g,"Rs 1,400.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
chilled_products,Almarai Portion Full Fat 108g,"Rs 1,100.00",,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic127045.jpg
chilled_products,Ciao Cheese Burrata 150g,"Rs 1,590.00",,,https://essstr.blob.core.windows.net/essimg/Small/Default.jpg
